comment,emotion
"Ewa oglądam Cię od początku. Widzę, że jest Ci ciężko, jestes taka inna, taka wyciszona... Bardzo, bardzo mocno trzymam kciuki za szybki powrót Edzia do domku! Jesteś bardzo mądra i silna❤ Wszystkiego co najlepsze!",LOVE
Ciężko mi opisać słowami co tu się teraz odjebało... 🕷️🔥🔥🔥❤️,LOVE
Super odcinek Nagrywajcie dalej Sekretarka miodzio ❤️ musi być w każdym odcinku Pozdrawiam Dawid,LOVE
"""widzisz to drzewo za oknem"" to jest już 1 pytanie xD",SURPRISE
Ale kozacki montaż! Tego się nie spodziewałam!!🎉,LOVE
fajnie tylko ze Marcel nie zjadł tego kabanosa,SURPRISE
"Bardzo miło Was znowu widzieć! Ciężka historia za Wami, ale za to nowa, piękna historia się tworzy ❤ Wiele rzeczy w naszym życiu zdarza się niespodziewanie, wywraca nasze życie do góry nogami, wstrzymuje oddech na chwilę. W tamtym momencie wydawać się może, że jesteśmy w najgorszym czasie, jednak wszystkie te wydarzenia budują nas silniejszych, pozwalają przewartościować i docenić to co ważne. Obserwuję Was od samego początku. Uwiebiam historię, którą stworzyliście. To jak krok po kroku czerpiąc z życia jak najwięcej, wspólnie doszliście do momentu, kiedy możecie nazywać się rodziną. Rodziną, dla której niemożliwe nie istnieje. Wierze, że jeszcze nieraz nas zaskoczycie, a obecna chwila to tylko namiastka tej magii Waszego życia ❤ Ogromnie Wam kibicuję, ogromnie wspieram i przytulam! Mimo, że te wszystkie wydarzenia bardzo się na Was odbiły, przysporzyły stresu i straciliście przy tym pewnie trochę zdrowia - zyskaliście coś więcej. Rodzinę. Rodzinę na dobre i na złe. Rodzinę, która będzie na zawsze ❣️ Bądźcie silni, bądźcie sobą. Macie wszystko, bo macie siebie. Wszystkiego dobrego ❤",LOVE
Mialem robić śledzie na 2 sposoby a teraz będę musiał na 4 😋😋,LOVE
Netflix może się uczyć jak powinien wyglądać Wiedźmin! Brawo Sanah!,LOVE
"Najlepszy finał w historii... Nasz sędzia bezbłędny, konkretny i pewny swoich decyzji klasa",LOVE
Jak myslimy o politykach i pisie to SMUTEK,SADNESS
SLICHAM TEGO NA PRZERWACH I KOLEDZY MI KANAPKI ZABIERAJĄ 💚💚💚💚,FEAR
Fajny odcinek czekam na kolejne filmiki leci łapka do góry,JOY
"Nati się pokazała ze świetnej strony, byłam zdziwiona werdyktem sędziów",SURPRISE
"To jest tak idealne, tak perfekcyjnie i tak łapiące za serducho gościu że chyba śnie. Numer 1 na głośniku. Dzięki że jesteś. Propsy",LOVE
Twoje odcinki są mega :) Fajnie było zobaczyć w końcu jak wyglądasz! Wszystko Ekstra!,JOY
ja już po pierwszym filmie miała łzy w oczach 😂,LOVE
"Udany rok dla jednych i drugich, brawa panowie!",JOY
Czemu teraz prawie każdy youtuber ma taki głos!?,ANGER
Super nuta palion zrób takich wiecaj,JOY
"Ta scena jak aria mówi o udawanej przyjaźni, że to był dla was tylko projekt... Pozdro dla kumatych 😁",JOY
"Szkoda, że to takie prawdziwe 😭",SADNESS
"Za****sty odcinek stary dobry vibe,brakowało takich odcinków grzebania przy autach i upalania , jeszcze tylko brakuje zimowego latania bokiem bawarami po lasach",LOVE
Król komedii wraca na yt z przytupem. Genialny program,LOVE
"Dziękuję za ten teledysk ❤️ Może w końcu ludzie zrozumieją, że zwierzęta to nie zabawki a istoty za które powinniśmy brać odpowiedzialność i starać się dać im jak najwięcej miłości.",LOVE
Tritsus:Gdzie chce spędzić wakacje Tym czasem ja: fajne wakacje w zimę XD,JOY
Niech Szanowna Pani Kidawa promuje ten zdrowy i ekologiczny tryb życia dzisiejszej zimy. Przy -15 w tym kopnym śniegu niech pędzi przez pół Warszawy do pracy na rowerze. Będzie Kichawa.,ANGER
"Pięknie dziękuję Panie Krzysztofie, ciepłe pozdrowienia dla Pana i pieska!",JOY
W końcu czekałem na tą reakcję mega długo,JOY
"w końcu nuta za starych czasów,więcej takich nut,mniej virali pod tiktoka",JOY
"Mega szacunek za zdanie na końcu- ""nie może się zmarnować"" 👏🏻👊🏻👍🏻💐",LOVE
Ej czy wam też ta natsu po przemianie wygląda troche jak dubiel XD,JOY
kocham swinki morskie! Mam nawet dwie!!,JOY
Tą reklamę powinni puścić w telewizji 🐸🐸,LOVE
"ja pierdole! Jak ja się ciesze ze ten duet wrócił na salony! <3 Pozdro chłopaki, leci na głosnikach od zawsze!",LOVE
"Potencjał satyryczny jest, a scenariusze piszą się same. Brawo Panie Romanie!",JOY
"Z calibry to chcemy dużo odcinków długometrażowych z dobrym humorem Łukasza i Kuby, może coś na warsztat live👍👍👍",JOY
e milo kapciu a zgadnij w czyim pokoju była maja 3 dni temu ;---&,SURPRISE
Tak mi pan zrobił smaka że ciekła mi ślinka...,LOVE
Słoń + Szpaku tego nam brakowało 🔥🔥🔝🔝🕷,LOVE
Powiedziała że masz odpowiedzieć na pytanie nikt nie mówił że poprawnie odpowiedzieć,ANGER
"PIĘKNY UTWÓR, MOŻNA SIĘ ROZPŁYNĄĆ! ""Nie ma nic gorszego niż samotne polskie zimy""",LOVE
"Miłego oglądania, idealnie filmik po szkółce ❤",JOY
"Boże kocham tą serię❤️ chcę ""czy to prawda że... z Andziaks"".",LOVE
Zielone 1 było już nudne ale to jest super dużo energii i o to tu chodzi trzymaj tak dalej:))),JOY
Ee tam moja zonka luubi zapier... wystarczy wyslac zone na kilka fajnych kursow jazdy samochodem a pozniej ekstremalnej jazdy samochodem i pozniej nawt 50k na strokera do mitsu evo nie robi na niej wrazenia bo wie ze bedzie mogla pozapierdalac. Kwestia podejscia do tematu. Dla mojej zony samochod ponozej 350KM jako daily jest niebezpieczny i ukowy🤣🤣,JOY
"Większość samochodów trześci. Wiadomo są wyjątki. Ja mam naprzykład starsze volvo, bardzo dobrze wyposażone z dobrą jakością wnętrza. Coś tam skrzypi coś nie ale tragedii nie ma",JOY
Widzimy się za rok na kolejnym live charytatywnym ❤️,JOY
"O jeżu, ile to trzeba wypić przy takim projekcie! Wkręt level miszcz :D",SURPRISE
"Tak. Jestem pojebany, a o co chodzi? WIEM ŻE KURSOR, MOJE NIEDOPATRZENIE, PRZEPRASZAM, WIĘCEJ GO NIE BĘDZIE SŁOWO!!!!!",ANGER
Słucham od rana do wieczora i nie mogę przestać słuchać i życzę ci 2 miliony subscribe ♥️,LOVE
"Powinien bezwłocznie zostać zawieszony odebrana broń ,legitymacja służbowa i certyfikat bezpieczeństwa, nie wiemy czy pobrano Jarosławowi Szymczyk krew na zawartość alkoholu i środków odurzających nie tylko od niego ale również pozostałych osób przebywających w momencie wybuchu w jego biurze",ANGER
"Normalnie jak w Daci, szkoda forsy na taki drogi samochód 😉",LOVE
"odcinek akurat do obiadu, dziekuje panie kamilu",JOY
"O kurcze, a śmiałem się, że na NFZ możemy się nie doczekać, widać na prywat zrobiliście odcinek 😆",SURPRISE
TYLE IDOLI NA JEDNEJ NUCIE TOTALNY SZTOS,LOVE
"Ostatnio miałem okazję pojeździć mclarenem 720s, w środku też nie za bogato i fes trwardo ale rekompensata z jazdy przycmiewa wszystko, swoją drogą pobiłem osobisty rekord prędkości 😀 także fajna przygoda a spalanie w mieście 11 litrów bo wyłącza cylindry",JOY
Ustanawiam to nowym hymnem szkoły podstawowej nr. 4 w Krotoszynie 🔥,JOY
Trzymaj kciuki miss aga bo będę śpiewałam na scenie przed całą klasą😉,JOY
Gengarek gdy piszczał zabawką wyglądał mega cute. Identyko jak mój piesełek. ☺️ Pozdrawiam 🎄 🎅 🎁,LOVE
"Filmik prawie 6 minutowy, powodzi się :D",SURPRISE
"Szkoda, że nie masz też pomadek, ładnie korygują z konturówkami",SADNESS
Król komedii wraca na yt z przytupem. Genialny program 🎉🎉🎉,LOVE
Mama świnka: Tina Piesek: Astro i Życzę ci Ago i wszystkim wesołych świąt <33,JOY
"Znam, widziałem Wyszło raz... potem nauczycielka się wygadała w pokoju nauczycielskim i za każdym razem jak chcę tego użyć to słyszę: Jedno nie... ale 2 pytania.",SADNESS
i tu by się przydało 30 baniek od premiera chyba chłopaki robią robotę 😃,JOY
"Łukasz, mega szacun za Twoją wiedzę. Jesteś mega kozak!!! :)",LOVE
Tomek i Przyjaciele to część mojego dzieciństwa. Dzięki Miedziu za przypominanie mi bajek z dzieciństwa. Edit: R.I.P. Peter Fonda,JOY
"Moglibyście nagrać jakiś filmik z masy, dużo osób o to pisało :)",JOY
"Cudowny pokoik. Edzio bedzie szczesliwym dzieckiem. Majac tak wspanialych rodziców. Edziu malenki, nabieraj sił, rosnij szybko. Wszyscy czekamy na Ciebie. 😘😘😘😘❤️❤️❤️❤️❤️❤️❤️❤️❤️",LOVE
Uwielbiam odgłos otwierania okienek z kalendarza adwentowego 😄,JOY
"Robert jeżeliby opowiedział o kanapce z masłem to swoją kwiecistą mową wzniósł by ją pewnie na rangę najlepszego kawioru ...i za to go między innymi uwielbiam, pozdrawiam serdecznie 💪😎❤️",JOY
"Widać różnice pomiędzy coverami, jak to głos Sanah na przełomie lat się zmienił. Zarazem jedna z najpiękniejszych przypominajek o aktualizacji gry. (Żyłem, że 13.12 jest aktualizacja haha)",SURPRISE
"Fajna historia z nazwą Jukatanu. Słyszałam, że podobnie powstało słowo ""kangur"", bo gdy do Australii przybyli Holendrzy, zapytali Aborygenów, co to za dziwaczne zwierzę z torbą na brzuchu. Tamci odpowiedzieli po aborygeńsku ""co mówicie?"" - coś, co brzmiało właśnie jak kangur :)",JOY
Może skoro jest taki czas to nagracie świąteczny odcinek ciumkaj loczki z laka? To byłby świetny odcinek bo świetne Duo!!!,JOY
"""A w realu nie trzymalem nawet dziewczyny za reke.."" - no shit sherlock xD",SURPRISE
Lukasyno jak zawsze zwrota na wysokim poziomie,JOY
"Budda to co ty robisz na Polskim youtubie to jest jakiś kosmos, z materiału na materiał jest po prostu coraz większy rozpierdol tak trzymać zdrówka i sukcesów 💪",LOVE
Martinez był przeciętnym bramkarzem. Szybciej nagroda powinna do Maroka,ANGER
WoW! Sanah za każdym razem zaskakuje mnie tak samo!,SURPRISE
Przetestowałam twoje płatki i nie wiesz co się stało po prostu się zakochałam w tych płatkach i teraz je akurat jem,LOVE
"Sztos, słucham tego codziennie od High League <3",LOVE
Jechałem tym w NFS heat. Może być 😁🤘🏻,LOVE
"Ok Marcin, teraz czekamy na podobny odcinek z Natalka",JOY
Więcej Bartka na filmach mega poczucie humoru:),LOVE
"Bardzo chciałabym zobaczyć na Twoim kanale film na temat ""Rudolfa Czerwononosego"", zarówno wersji 2D, jak i 3D. Myślę, że to dzieciństwo niejednego z nas :)",JOY
Ta płyta to najlepszy prezent na koniec tego spierdolonego roku pozdro PW🔥👊!!,LOVE
"Jakiś losowy gościu spada z nieba wyrzuca cię z twojego domu po czym go przejmuje, następnie gdy idziesz się pomodlić do twojego miejsca kultu bo nie wiesz co ze sobą teraz zrobić po tym wszystkim widzisz przed sobą wielki mur z balisada xdd",SURPRISE
Kama najładniej ale klaudia tez bo wszyscy użyli je j kwadratu,LOVE
"PAWEEEEEEEEEL! PAAAAWEEEEEEEEL! Dzięki za wstawkę, lapa w górę w ciemno🤙",JOY
"Super piosenka, będę słuchał przy wigilijnym stole 🎄",JOY
"Majkel kupiłeś cudowne prezenty, każda kobieta byłaby zadowolona!! Dodatkowo ślicznie zapakowane.",JOY
pamiętam miałem 5 lat jak cb oglądałem teraz słucham tylko twoich piosenek a czasami reakcje,SURPRISE
"No tak, ale jak ministrem jest człowiek z wyrokiem.... dla mnie kryminalista mimo ułaskawienia!!!!",ANGER
"Chłopaki propsy za to, aż się łezka w oku kręci bo mało takich ludzi. Dziękuję że żyje w tych czasach że was widzę 🙂",JOY
Co to jest do jedzenia bo wygląda jak gówno,ANGER
Klasa! Młodzież patrzcie na prawdziwych sportowców,JOY
Zajebiście zobaczyć takie połączenie na jednym albumie 🔥,JOY
To co się dzieje na tym kanale przechodzi ludzkie pojęcie 🤯😱😱 Budda to co ty robisz to jest nie do ogarnięcia ..Ty chyba nie przestaniesz nas zaskakiwać 😎🤯 ta M-ka ..to jest sztosiwo🚗💭 Piona !👊,SURPRISE
"Rozpływam się słuchając tej piosenki, coś pięknego ❤",LOVE
minuta ciszy poprawiła mi humor 😂😂,JOY
"Zawsze,po tego typu debatach,zadaję sobie pytanie-czy ktoś z naszych decydentow i wojskowych w tym uczestniczy...",SADNESS
Hahaha nie No autentycznie masz talent to takich histori przy stole. Dawaj więcej bo to dalej mnie śmieszy haha,JOY
"No, i to jest dobry program, Panie Krzysztofie. Pańskie wizje są o wiele ciekawsze i wartościowsze niż te Pańskie analizy polityczne.",JOY
RONALDO JEST Z BRAZYLII TEN Z PORTUGALII TO JEST TEN SŁABSZY RONALDO,ANGER
"Miłego dnia szefowie, nie zmieniajcie się ❤️",LOVE
"Adminie, otóż Mistrzostwa Świata dobiegły końca. Dziękujemy Ci za te 4 tygodnie ciągłej pracy, za te codzienne skróty, filmy. Dałeś tysiącom ludzi powody do uśmiechu po ciężkim dniu pracy zapodając tak dopracowane skróty! Zwięźle i na temat. Dodatkowo dodawałeś je szybciej niż ja zdążyłem sobie zrobić herbatę. Dziękujemy Ci, adminie, za te piękne wspomnienia które będą tkwiły w Twoich pięknych skrótach! Widzimy się za 2 lata na Euro! Do zobaczenia! Pozdrawiam! P.S. Argentina is the really goat.",LOVE
"Matko... Jak nigdy nie popierałam hejtu na Paulinę, to dziś aż mną wstrząsnęło. Co za chamska reakcja na prezenty, w które Majk włożył tyle serca, przemyślał je... Laska jest bezczelna XD",SADNESS
XDD jak to zobaczyłem to rykłem śmiechem,JOY
Najładniejsze imię to: Ewelina Zdrobnienia:Ewelisia Ewelcia Ewa Ewelinka,JOY
Piękny kalendarz z tymi domkami 😀❤️. Sam mogłeś wybrać jaka biżuteria ma się znajdować w tym kalendarzu dla niej ? Czy to już było według nich zapakowane :) ?,JOY
Super piosenka i teledysk pozdrowienia od Rodzicow i dziadków 💕💕💕,JOY
Sztos nuta! Alicja ma cudowny głos!💪🏻🤍,LOVE
Aaale te nowe nuty będą śpiewane w kwietniu! 🔥,JOY
super film widać że się starasz (:,JOY
Jako zajebisty filmik. Dawno się tak nie usmiałam :D,LOVE
z każdym filmem przedstawiasz się coraz wolniej kocham to,LOVE
Zuzia tam było moje imię i mojej najlepszej koleżanki czyli Julki a Julka jest na 6 miejscu!😘,JOY
"Ja mówiłem, Pape i też robi wrażenie .",SURPRISE
"""Są dwie nieskończone rzeczy - wszechświat i ludzka głupota, ale co do tego pierwszego to nie jestem pewny"". -Albert Einstein",ANGER
Jarek zaczął przekraczać wszelkie możliwe granice. :D,JOY
Motobieda musi pękać z dumy że Sebuś takie tuningi robi do Poldożera.,SURPRISE
"""Nie opłaca się, ale warto"" - wiele motozajawek można tym zdaniem opisać ;)",JOY
fajnie wpada w ucho nie mam uszu 🔥,LOVE
"Pan jest wspaniały ironizując, padałam ze śmiechu.",LOVE
Super podsumowanie! Pozdrawiam Pana Prezesa i życzę wygranych wybór! Konfederacja ma mój głos 🇵🇱,JOY
Jak się urodziłam to wtedy wszyscy zaczęli dawać swoim dzieciom imię Alicja 😂😂,JOY
Ala ma przed sobą świetlaną przyszłość. Super piosenka i mega wokalistka. Jeden z najlepszych utworów youtuberów.,LOVE
Wow kocham to !!! Jesteś najlepszym YouTuberem Miłego oglądania 💚💚💚,LOVE
Gibbs Twój każdy refren to serio jest topka. Ale GMB Ty kocie!!!! Co za zwroty Dawaj solo💪💪💪,LOVE
"Szacun jestem wielkim fanem, palion zrobiłeś dobrą robotę super nutka, będzie słuchana😎",JOY
"Liczę , że na milion dowiemy się co jest na tym talerzu !",JOY
Bardzo wzruszajacy film. Miałam łzy w oczach razem z wami. Bardzo dziękuje za niego. Dużo zdrówka dla was wszystkich i oby Edzio jak najszybciej był z wami cały i zdrowy🥰,LOVE
Ja mam na imię Zofia i myślałam że będzie na końcu Kornelia czy coś w w tym stylu ale ja mam najpopularniejsze imię xd,SURPRISE
I w końcu jakaś dobra reklama żabki,LOVE
"19:18 ""Benardzie, musimy gotować Benardzie"" - cytat z popularnego serialu Netflixa ""Breaking Bee""",JOY
Bezcenne było zobaczyć jak dwaj polscy mistrzowie świata - Kamil i Piotrek - niosą na rękach mistrza świata Dawida Kubackiego - arcymistrza i deklasatora w dzisiejszych zawodach! 😃 🇵🇱 😃,JOY
Słucham to cały czas i nie modę przestać gratulacje miliona,JOY
Mistrz! Idealne przed snem po calym dniu 👌,LOVE
"piwosz odstawił piwo i nagrał nute? nie wierze jednak cuda sie zdarzają, TACO CZEKAMY NA SOLO EP",SURPRISE
Najlepszy utwór na płycie. Bardzo przyjemny,LOVE
Marek ja się z tego filmu nauczyłam więcej niż w całym moim życiu mega odcineczek 🤣👏,JOY
"Jakie to było cute ,gdy gengarek piszczał zabawką",LOVE
Piękny wóz. 😊 Myślę że tak się spełnia swoje marzenia. 👍😁,LOVE
"Dźwięk tej V10 ( nie tylko tu ) jest po prostu cudowny, jeden z najlepiej brzmiących silników.",LOVE
"Ciekawi mnie reakcja mojej dziewczyny, kiedy weszłaby do domu ja siedzę w koszuli na głowie i odpierdalam jakiś szajs sam do siebie xD",JOY
jacob wstawił odcinek i dzień zawsze staje sie lepszy pzdr,JOY
Brawo 😃 Pozdrawiam wszystkich z Team X,LOVE
""" łysi są najpotężniejsi "" - Michał Pazdan",JOY
Czesc lubimy twoja nutę Jasiek Antek.Zawsze cię oglądamy 🎉🎉🎉,JOY
Czegoś takiego potrzebowałem na polskiej scenie.. konkretnie tego.. gdybys nagrywał w takim stylu to byś już dawno był top.. twoje flow na takim instrumentalu to miazga,LOVE
Piękne słuchałam bardzo długo i mega postarane mam nadzieję że filmy z twarzą będą już niedługo,JOY
"Grube roboty, podoba się dla jego",JOY
niezła piosenka chyba będe musiał tego słuchać na wyciszonych słuchawkach polecam,ANGER
"80% głosów na DOBRY, idealny numer na rozpoczęcie promo albumu, czekamy na resztę!",LOVE
Odpowiedni czlowiek na odpowiednim stanowisku..Nie było amatorki z nim.,JOY
"Uwielbiam to, że gdy Adam powiedział 'Gdybyśmy zabijali ludzi, którzy są głupi...' to od razu po jego nawet niedokończonym zdaniu za oknem zaczęły wyć syreny xDDDD",LOVE
miłego oglądania wszystkim a tobie Adaś dziękujemy za poświęcony czas❤️,JOY
Witam w mrozny sloneczny dzien🌞❄😊.Panie Tomku ale narobił pan smaku.Kolejna potrawa na swieta🌲🎅⛄,JOY
W dupie mam piosenki świąteczne w obcych językach,ANGER
Mocne. Popłakałam się kiedy słuchałam rano na Spoti 🥺,SADNESS
"o ile te plamy na prześcieradle to byłą krew, to jest bardzo duże prawdopodobieństwo, że to właśnie pluskwy lub inne gówna kąsają",SADNESS
